Report Date,Borough,Community District,Case Type,Cases,Individuals
12/31/2019,Brooklyn,305,SINGLE ADULT,571,571
12/31/2019,Brooklyn,306,ADULT FAMILY,15,30
12/31/2019,Brooklyn,306,FAMILY WITH CHILDREN,54,157
12/31/2019,Brooklyn,306,SINGLE ADULT,64,64
12/31/2019,Brooklyn,307,ADULT FAMILY,11,25
12/31/2019,Brooklyn,307,FAMILY WITH CHILDREN,36,127
12/31/2019,Brooklyn,307,SINGLE ADULT,67,67
12/31/2019,Brooklyn,308,ADULT FAMILY,23,46
12/31/2019,Brooklyn,308,FAMILY WITH CHILDREN,152,455
12/31/2019,Brooklyn,308,SINGLE ADULT,243,243
12/31/2019,Brooklyn,309,ADULT FAMILY,28,58
12/31/2019,Brooklyn,309,FAMILY WITH CHILDREN,124,355
12/31/2019,Brooklyn,309,SINGLE ADULT,190,190
12/31/2019,Brooklyn,310,ADULT FAMILY,6,13
12/31/2019,Brooklyn,310,FAMILY WITH CHILDREN,20,69
12/31/2019,Brooklyn,310,SINGLE ADULT,40,40
12/31/2019,Brooklyn,311,ADULT FAMILY,15,32
12/31/2019,Brooklyn,311,FAMILY WITH CHILDREN,43,134
12/31/2019,Brooklyn,311,SINGLE ADULT,46,46
12/31/2019,Brooklyn,312,ADULT FAMILY,16,35
12/31/2019,Brooklyn,312,FAMILY WITH CHILDREN,21,69
12/31/2019,Brooklyn,312,SINGLE ADULT,55,55
12/31/2019,Brooklyn,313,ADULT FAMILY,30,61
12/31/2019,Brooklyn,313,FAMILY WITH CHILDREN,96,296
12/31/2019,Brooklyn,313,SINGLE ADULT,100,100
12/31/2019,Brooklyn,314,ADULT FAMILY,24,53
12/31/2019,Brooklyn,314,FAMILY WITH CHILDREN,105,302
12/31/2019,Brooklyn,314,SINGLE ADULT,163,163
12/31/2019,Brooklyn,315,ADULT FAMILY,15,32
12/31/2019,Brooklyn,315,FAMILY WITH CHILDREN,34,89
12/31/2019,Brooklyn,315,SINGLE ADULT,57,57
12/31/2019,Brooklyn,316,ADULT FAMILY,64,136
12/31/2019,Brooklyn,316,FAMILY WITH CHILDREN,354,"1,096"
12/31/2019,Brooklyn,316,SINGLE ADULT,339,339
12/31/2019,Brooklyn,317,ADULT FAMILY,48,103
12/31/2019,Brooklyn,317,FAMILY WITH CHILDREN,281,860
12/31/2019,Brooklyn,317,SINGLE ADULT,307,307
12/31/2019,Brooklyn,318,ADULT FAMILY,39,80
12/31/2019,Brooklyn,318,FAMILY WITH CHILDREN,177,547
12/31/2019,Brooklyn,318,SINGLE ADULT,195,195
12/31/2019,Brooklyn,No CD,ADULT FAMILY,104,215
12/31/2019,Brooklyn,No CD,FAMILY WITH CHILDREN,376,"1,196"
12/31/2019,Brooklyn,No CD,SINGLE ADULT,815,815
12/31/2019,Manhattan,101,ADULT FAMILY,27,59
12/31/2019,Manhattan,101,FAMILY WITH CHILDREN,88,296
12/31/2019,Manhattan,101,SINGLE ADULT,120,120
12/31/2019,Manhattan,102,ADULT FAMILY,0,0
12/31/2019,Manhattan,102,FAMILY WITH CHILDREN,8,22
12/31/2019,Manhattan,102,SINGLE ADULT,24,24
12/31/2019,Manhattan,103,ADULT FAMILY,45,93
12/31/2019,Manhattan,103,FAMILY WITH CHILDREN,111,336
12/31/2019,Manhattan,103,SINGLE ADULT,186,186
12/31/2019,Manhattan,104,ADULT FAMILY,14,29
12/31/2019,Manhattan,104,FAMILY WITH CHILDREN,44,126
12/31/2019,Manhattan,104,SINGLE ADULT,152,152
12/31/2019,Manhattan,105,ADULT FAMILY,4,8
12/31/2019,Manhattan,105,FAMILY WITH CHILDREN,20,58
12/31/2019,Manhattan,105,SINGLE ADULT,60,60
12/31/2019,Manhattan,106,ADULT FAMILY,1,2
12/31/2019,Manhattan,106,FAMILY WITH CHILDREN,12,28
12/31/2019,Manhattan,106,SINGLE ADULT,98,98
12/31/2019,Manhattan,107,ADULT FAMILY,14,28
12/31/2019,Manhattan,107,FAMILY WITH CHILDREN,61,170
12/31/2019,Manhattan,107,SINGLE ADULT,131,131
12/31/2019,Manhattan,108,ADULT FAMILY,8,16
12/31/2019,Manhattan,108,FAMILY WITH CHILDREN,16,55
12/31/2019,Manhattan,108,SINGLE ADULT,61,61
12/31/2019,Manhattan,109,ADULT FAMILY,32,66
12/31/2019,Manhattan,109,FAMILY WITH CHILDREN,149,444
12/31/2019,Manhattan,109,SINGLE ADULT,199,199
12/31/2019,Manhattan,110,ADULT FAMILY,79,165
12/31/2019,Manhattan,110,FAMILY WITH CHILDREN,311,882
12/31/2019,Manhattan,110,SINGLE ADULT,397,397
12/31/2019,Manhattan,111,ADULT FAMILY,59,120
12/31/2019,Manhattan,111,FAMILY WITH CHILDREN,287,843
12/31/2019,Manhattan,111,SINGLE ADULT,399,399
12/31/2019,Manhattan,112,ADULT FAMILY,26,56
12/31/2019,Manhattan,112,FAMILY WITH CHILDREN,152,458
12/31/2019,Manhattan,112,SINGLE ADULT,217,217
12/31/2019,Manhattan,No CD,ADULT FAMILY,103,208
12/31/2019,Manhattan,No CD,FAMILY WITH CHILDREN,323,935
12/31/2019,Manhattan,No CD,SINGLE ADULT,"1,631","1,631"
12/31/2019,Queens,401,ADULT FAMILY,19,39
12/31/2019,Queens,401,FAMILY WITH CHILDREN,78,223
12/31/2019,Queens,401,SINGLE ADULT,410,410
12/31/2019,Queens,402,ADULT FAMILY,20,42
12/31/2019,Queens,402,FAMILY WITH CHILDREN,29,104
12/31/2019,Queens,402,SINGLE ADULT,227,227
12/31/2019,Queens,403,ADULT FAMILY,10,23
12/31/2019,Queens,403,FAMILY WITH CHILDREN,49,161
12/31/2019,Queens,403,SINGLE ADULT,89,89
12/31/2019,Queens,404,ADULT FAMILY,7,18
12/31/2019,Queens,404,FAMILY WITH CHILDREN,49,154
12/31/2019,Queens,404,SINGLE ADULT,75,75
12/31/2019,Queens,405,ADULT FAMILY,20,42
12/31/2019,Queens,405,FAMILY WITH CHILDREN,37,108
12/31/2019,Queens,405,SINGLE ADULT,61,61
12/31/2019,Queens,406,ADULT FAMILY,5,10
12/31/2019,Queens,406,FAMILY WITH CHILDREN,13,35
12/31/2019,Queens,406,SINGLE ADULT,22,22
12/31/2019,Queens,407,ADULT FAMILY,9,19
12/31/2019,Queens,407,FAMILY WITH CHILDREN,42,141
12/31/2019,Queens,407,SINGLE ADULT,76,76
12/31/2019,Queens,408,ADULT FAMILY,9,18
12/31/2019,Queens,408,FAMILY WITH CHILDREN,56,173
12/31/2019,Queens,408,SINGLE ADULT,107,107
12/31/2019,Queens,409,ADULT FAMILY,12,24
12/31/2019,Queens,409,FAMILY WITH CHILDREN,63,197
12/31/2019,Queens,409,SINGLE ADULT,91,91
12/31/2019,Queens,410,ADULT FAMILY,15,31
12/31/2019,Queens,410,FAMILY WITH CHILDREN,53,160
12/31/2019,Queens,410,SINGLE ADULT,63,63
12/31/2019,Queens,411,ADULT FAMILY,2,4
12/31/2019,Queens,411,FAMILY WITH CHILDREN,4,15
12/31/2019,Queens,411,SINGLE ADULT,11,11
12/31/2019,Queens,412,ADULT FAMILY,92,194
12/31/2019,Queens,412,FAMILY WITH CHILDREN,386,"1,209"
12/31/2019,Queens,412,SINGLE ADULT,424,424
12/31/2019,Queens,413,ADULT FAMILY,33,70
12/31/2019,Queens,413,FAMILY WITH CHILDREN,150,470
12/31/2019,Queens,413,SINGLE ADULT,172,172
12/31/2019,Queens,414,ADULT FAMILY,44,96
12/31/2019,Queens,414,FAMILY WITH CHILDREN,218,740
12/31/2019,Queens,414,SINGLE ADULT,234,234
12/31/2019,Queens,No CD,ADULT FAMILY,83,171
12/31/2019,Queens,No CD,FAMILY WITH CHILDREN,339,990
12/31/2019,Queens,No CD,SINGLE ADULT,599,599
12/31/2019,Staten Island,501,ADULT FAMILY,52,110
12/31/2019,Staten Island,501,FAMILY WITH CHILDREN,196,677
12/31/2019,Staten Island,501,SINGLE ADULT,171,171
12/31/2019,Staten Island,502,ADULT FAMILY,9,19
12/31/2019,Staten Island,502,FAMILY WITH CHILDREN,18,54
12/31/2019,Staten Island,502,SINGLE ADULT,28,28
12/31/2019,Staten Island,503,ADULT FAMILY,6,12
12/31/2019,Staten Island,503,FAMILY WITH CHILDREN,11,37
12/31/2019,Staten Island,503,SINGLE ADULT,13,13
12/31/2019,Staten Island,No CD,ADULT FAMILY,5,10
12/31/2019,Staten Island,No CD,FAMILY WITH CHILDREN,29,95
12/31/2019,Staten Island,No CD,SINGLE ADULT,53,53
