Facility PK,Name,Service Category,Service Type,BuildingNumber,PartnerType,PartnerTypeDetailed,Address,Address 2,Borough,Zip Code,Latitude,Longitude,Zip Code,AdditionalInfo,StartDate,EndDate,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Condoms (Male),FC2 (Female/Insertive Condoms),Lubricant,Facility Type,Website,Community Board,Council District,Census Tract,BIN,BBL,NTA
61070796,ATB Corp,Free Safer Sex Products,Condoms and Lubricant,,Business,Taxi/Car Service,866 New Lots Avenue,,Brooklyn,11208,40.66797909,-73.87892459,NA,Find free safer sex products inside a dispenser located to the left side of the entry at this taxi/car service.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,FALSE,,,305,42,112000,3098304,3044530004,BK82
61071082,Kuss Kutz,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,175 Conklin Avenue,,Brooklyn,11236,40.6438581,-73.90206282,(347) 204-7671,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,318,46,96800,3229671,3081840022,BK50
61070938,District Office Of Council Member Stephen Levin,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,410 Atlantic Avenue,,Brooklyn,11217,40.68673665,-73.98437273,(718) 875-5200,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,302,33,4100,3000919,3001840004,BK38
61071085,La Pulperia HK,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,371 West 46 Street,,Manhattan,10036,40.76057148,-73.98976275,212-281-6088,Find free safer sex products inside a fishbowl located in the front at this bar/lounge.,1.90E+13,1.90E+13,4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,,,4:00 PM - 11:00 PM,TRUE,TRUE,TRUE,,,104,3,12700,1025078,1010370102,MN15
61071202,Parkway Liquor,Free Safer Sex Products,Condoms and Lubricant,,Business,Liquor Store,208 East 170 Street,,Bronx,10456,40.83849274,-73.91320627,212-228-1195,Find free safer sex products inside a dispenser located in the front near the entrance at this liquor store.,1.90E+13,1.90E+13,9:00 AM - 11:00 PM,9:00 AM - 11:00 PM,9:00 AM - 11:00 PM,9:00 AM - 11:00 PM,,,12:00 PM - 9:00 PM,TRUE,FALSE,FALSE,,,204,16,17902,2007982,2028310048,BX14
61071212,Planet Jamaica Games & Music,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,1399 Fulton Street,,Brooklyn,11216,40.68015636,-73.94518377,(347) 692-7922,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,303,36,26900,3053472,3018540063,BK75
61071078,Kosa Salon,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Other,30-11 Steinway Street,,Queens,11103,40.763313,-73.9154489,(917) 396-1066,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,401,22,14900,4011253,4006800046,QN70
61070792,Andromeda,Free Safer Sex Products,Condoms and Lubricant,,Business,Tattoo Parlor,33 St Marks Place,,Manhattan,10003,40.72881443,-73.9881729,NA,Find free safer sex products inside a dispenser/fishbowl located by the cashier at this tattoo parlor.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,TRUE,,,103,2,3800,1006749,1004640043,MN22
61071075,Kings Tapas Bar,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,70-04 Roosevelt Avenue,,Queens,11372,40.74642163,-73.89534672,NA,Find free safer sex products inside a fishbowl located in the bar at this bar/lounge.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,TRUE,,,402,26,26300,4030387,4013020025,QN63
61071306,The Weave Spot Inc,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,1598 Fulton Street,,Brooklyn,11213,40.67967713,-73.93667553,(866) 230-6061,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,303,36,27100,3397047,3016990027,BK61
61071210,Pilatos,Free Safer Sex Products,Condoms and Lubricant,,Business,Beauty Salon,80-13 Northern Boulevard,,Queens,11372,40.75538635,-73.88700914,212-714-2904,Find free safer sex products inside a dispenser/fishbowl located near the restroom at this beauty salon.,1.90E+13,1.90E+13,10:00 AM - 7:00 PM,10:00 AM - 7:00 PM,10:00 AM - 7:00 PM,10:00 AM - 7:00 PM,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,11:00 AM - 6:00 PM,TRUE,FALSE,TRUE,,,403,25,30903,4026897,4011760039,QN28
61070993,Friend's Tavern,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,78-11 Roosevelt Avenue,,Queens,11372,40.74726777,-73.88744161,718-792-6000,Find free safer sex products inside a dispenser located in the front near the entrance at this bar/lounge.,1.90E+13,1.90E+13,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,TRUE,FALSE,TRUE,,,403,25,28500,4029943,4012890042,QN28
61071151,New Alternatives,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Youth Center,410 West 40 Street,,Manhattan,10018,40.75732473,-73.99402976,NA,Find free safer sex products inside a fishbowl located in the front at this youth center.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,FALSE,,,104,3,11500,1013005,1007370043,MN15
61071135,Montefiore/Intermediate School 98 Herman Ridder,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Other,"1619 Boston Road,106A",,Bronx,10460,40.83589325,-73.89045684,718-328-8501,Find free safer sex products inside a bowl located at the front desk at this location.,1.90E+13,1.90E+13,8:00 AM - 3:30 PM,8:00 AM - 3:30 PM,8:00 AM - 3:30 PM,8:00 AM - 3:30 PM,8:00 AM - 3:30 PM,,,TRUE,TRUE,TRUE,,,203,17,15500,2009867,2029390093,BX75
61071273,Sutphin Drugs Inc,Free Safer Sex Products,Condoms and Lubricant,,Business,Pharmacy,"143-03 Hillside Avenue,street level",,Queens,11435,40.70491697,-73.81263765,718 526 0310,Find free safer sex products inside a bowl located in front of the counter at this pharmacy.,1.90E+13,1.90E+13,10:00 AM - 6:30 PM,10:00 AM - 6:30 PM,10:00 AM - 6:30 PM,10:00 AM - 6:30 PM,10:00 AM - 6:30 PM,11:00 AM - 3:00 PM,,TRUE,TRUE,TRUE,,,408,24,21400,4207301,4097010039,QN35
61071190,On Point Studio,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,249 East 54 Street,,Brooklyn,11203,40.65282717,-73.92658136,(917) 626-2600,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,317,41,86600,3102300,3046800050,BK96
61071278,The Bad Old Days,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Other,1684 Woodbine Street,,Queens,11385,40.70084227,-73.90849214,(347) 486-0861,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,405,34,54900,4082423,4034500039,QN20
61071217,Posh,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,405 West 51 Street,,Manhattan,10019,40.76432624,-73.98899686,646-473-0202,Find free safer sex products inside a fishbowl located behind the bar at this bar/lounge.,1.90E+13,1.90E+13,2:00 PM - 4:00 AM,2:00 PM - 4:00 AM,2:00 PM - 4:00 AM,2:00 PM - 4:00 AM,2:00 PM - 4:00 AM,2:00 PM - 4:00 AM,2:00 PM - 4:00 AM,TRUE,TRUE,TRUE,,,104,3,13300,1026737,1010610129,MN15
61071339,Washington Commons,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,748 Washington Avenue,,Brooklyn,11238,40.67551121,-73.96333583,NA,Find free safer sex products inside a fishbowl located near the front entrance at this bar/lounge.,1.90E+13,1.90E+13,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,1:00 PM - 4:00 AM,1:00 PM - 4:00 AM,TRUE,FALSE,TRUE,,,308,35,20700,3029190,3011660051,BK64
61071251,Sharon'S Unisex Salon,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,1498 Fulton Street,,Brooklyn,11216,40.67990721,-73.94090801,(347) 564-5172,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,303,36,27100,3053841,3018640004,BK61
61070892,"Club Cumming, (Formerly  Eastern Bloc)",Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,505 East 6 Street,,Manhattan,10009,40.72529781,-73.98354106,NA,Find free safer sex products inside a dispenser located in the back at this bar/lounge.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,FALSE,,,103,2,3200,1005117,1004020063,MN22
61071089,Lamour Lingerie and Apparel,Free Safer Sex Products,Condoms and Lubricant,,Business,Sex Store,113 Christopher Street,,Manhattan,10014,40.73324771,-74.00523198,718-599-4999,Find free safer sex products inside a fishbowl located near the register at this sex store.,1.90E+13,1.90E+13,8:00 AM - 1:00 AM,8:00 AM - 1:00 AM,8:00 AM - 1:00 AM,8:00 AM - 1:00 AM,8:00 AM - 1:00 AM,8:00 AM - 1:00 AM,8:00 AM - 1:00 AM,TRUE,FALSE,FALSE,,,102,3,7300,1011148,1006190042,MN23
61071118,Medisys Jamaica Family Health Center,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Other,"149-18 Jamaica Avenue,Ground Floor",,Queens,11435,40.7019375,-73.80521291,(718) 523-5500,Find free safer sex products at this location.,1.90E+13,1.90E+13,8:30 AM - 7:00 PM,8:30 AM - 7:00 PM,8:30 AM - 7:00 PM,8:30 AM - 7:00 PM,9:00 AM - 5:30 PM,8:30 AM - 5:00 PM,,TRUE,TRUE,TRUE,,,412,27,21200,4213992,4099970008,QN61
61071093,Latino Pride Center,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Community Center,"975 Kelly Street,Suite 402",,Bronx,10459,40.82204558,-73.89587769,212-243-3380,Find free safer sex products inside a fishbowl located at the reception desk at this community center.,1.90E+13,1.90E+13,10:00 AM - 6:00 PM,12:00 PM - 8:00 PM,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,9:00 AM - 5:00 PM,,,TRUE,FALSE,FALSE,,,202,17,8700,2114693,2027037501,BX33
61071136,Mood Ring,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,1206 Myrtle Avenue,,Brooklyn,11221,40.69750356,-73.93041959,NA,Find free safer sex products inside a fishbowl located in the bar at this bar/lounge.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,TRUE,,,304,34,39300,,3,BK78
61071098,Library Bar,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,7 Avenue A,,Manhattan,10009,40.72253966,-73.9860996,718-789-7070,Find free safer sex products inside a dispenser located on the bar at this bar/lounge.,1.90E+13,1.90E+13,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,TRUE,FALSE,TRUE,,,103,2,3002,1083476,1004290041,MN22
61070767,39Th & 9Th Grocery Inc.,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,526 9 Avenue,,Manhattan,10018,40.75665775,-73.9939071,(646) 595-6718,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,104,3,11500,1013675,1007630002,MN15
61070772,Abc Drugs,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,2095 Madison Avenue,,Manhattan,10037,40.80995209,-73.93723747,(212) 491-2501,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,111,9,20600,1054327,1017560049,MN03
61071009,Hair Matic's Salon,Free Safer Sex Products,Condoms and Lubricant,,Business,Beauty Salon,330 Audubon Avenue,,Manhattan,10033,40.84904251,-73.93211835,212-807-0486,Find free safer sex products inside a dispenser/fishbowl located in the front and dispenser in the back at this beauty salon.,1.90E+13,1.90E+13,10:00 AM - 7:30 PM,10:00 AM - 7:30 PM,10:00 AM - 7:30 PM,10:00 AM - 7:30 PM,10:00 AM - 7:30 PM,9:00 AM - 7:30 PM,10:00 AM - 5:30 PM,TRUE,FALSE,FALSE,,,112,10,26900,1063647,1021540019,MN35
61070818,Best AID Pharmacy,Free Safer Sex Products,Condoms and Lubricant,,Business,Pharmacy,563 East Tremont Avenue,,Bronx,10457,40.84650299,-73.89481276,NA,Find free safer sex products inside a bowl located in the front of store at this pharmacy.,1.90E+13,1.90E+13,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,10:00 AM - 5:00 PM,,FALSE,FALSE,FALSE,,,206,15,37504,2011828,2030600050,BX17
61071149,Negocio Propio,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,180 East 104 Street,,Manhattan,10029,40.79046891,-73.9461724,(347) 961-7936,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,111,8,16600,1051930,1016310041,MN33
61071080,Kulture,Free Safer Sex Products,Condoms and Lubricant,,Business,Tattoo Parlor,23 St Marks Place,,Manhattan,10003,40.72900112,-73.98860943,NA,Find free safer sex products inside a fishbowl located on the counter at this tattoo parlor.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,103,2,3800,1006754,1004640048,MN22
61070922,Dabelle Natural Hair & Emily'S Daugher,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,168 Lenox Avenue,,Manhattan,10026,40.80360909,-73.94850598,(917) 517-8756,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,110,9,19000,1053176,1017170002,MN11
61071065,"Jean J Lochard, MD (PC/OB-GYN Family Planning)",Free Safer Sex Products,Condoms and Lubricant,,Private Practice,Physician,"102-11 Roosevelt Avenue,Suite 3",,Queens,11368,40.74975367,-73.86386232,718-898-1378,Find free safer sex products at this physician.,1.90E+13,1.90E+13,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,,,TRUE,TRUE,TRUE,,,403,21,40700,4044376,4017700047,QN26
61070775,Adolescent Skills Center,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Community Center,975 Kelly Street,,Bronx,10459,40.82204558,-73.89587769,718-204-9707,Find free safer sex products inside a fishbowl (4) located in waiting areas and near restrooms at this community center.,1.90E+13,1.90E+13,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,,,TRUE,FALSE,FALSE,,,202,17,8700,2114693,2027037501,BX33
61071100,Lincoln Medical Center,Free Safer Sex Products,Condoms and Lubricant,,Hospital,Clinical Facility,"234 East 149 Street,Room 2A5-250",,Bronx,10451,40.81773378,-73.92415514,(718) 579-6418,Find free safer sex products inside a plastic dispenser located at the front desk at this clinical facility.,1.90E+13,1.90E+13,9:30 AM - 3:00 PM,9:30 AM - 3:00 PM,9:30 AM - 3:00 PM,9:30 AM - 3:00 PM,9:30 AM - 12:00 PM,,,TRUE,TRUE,TRUE,,http://www.nychealthandhospitals.org/lincoln,201,17,6500,2097050,2023350016,BX34
61071332,Urban Health Plan-Plaza del Sol Family Health Center,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Clinical Facility,"37-16 108 Street,n/a",,Queens,11368,40.75360849,-73.86026669,(718) 651-4000,Find free safer sex products inside a fishbowl located at the reception counter at this clinical facility.,1.90E+13,1.90E+13,8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,,TRUE,FALSE,FALSE,,https://www.urbanhealthplan.org,403,21,40300,4437230,4017730010,QN26
61070940,"District Office of NYC Council Member Rafael Salamanca, Jr.",Free Safer Sex Products,Condoms and Lubricant,,Government,NYC Council Member Office,1070 Southern Boulevard,,Bronx,10459,40.8249486,-73.89191661,(718) 402-6130,Find free safer sex products inside a dispenser located in the reception area at this nyc council member office.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,FALSE,,https://council.nyc.gov/district-17,202,17,12701,2006027,2027440001,BX27
61071175,NYC H+H Gouverneur Health,Free Safer Sex Products,Condoms and Lubricant,,Hospital,Clinical Facility,"227 Madison Street,3rd Floor: Pediatrics",,Manhattan,10002,40.71277678,-73.98841743,(212) 2387255,Find free safer sex products inside a bowl located in all rooms at this clinical facility.,1.90E+13,1.90E+13,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 5:00 PM,8:00 AM - 8:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,,TRUE,TRUE,TRUE,,http://www.nyc.gov/html/hhc/gouverneur/html/home/home.shtml,103,1,600,1003224,1002700032,MN28
61070916,Crown Fried Chicken,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,148 Utica Avenue,,Brooklyn,11213,40.67378061,-73.93065713,(917) 966-2500,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,308,36,34500,3036040,3013600051,BK61
61071183,NYPresbyterian School Based Health Center at John F Kennedy Campus,Free Safer Sex Products,Condoms and Lubricant,,Hospital,Clinical Facility,"99 Terrace View Avenue,1st floor",,Bronx,10463,40.87709942,-73.91225527,646-317-4209,Find free safer sex products at this clinical facility.,1.90E+13,1.90E+13,8:00 AM - 4:30 PM,8:00 AM - 4:30 PM,8:00 AM - 4:30 PM,8:00 AM - 4:30 PM,8:00 AM - 4:30 PM,,,TRUE,TRUE,TRUE,,,208,10,30900,1064532,2022150080,MN01
61070910,Corona Barber Shop Plus,Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,94-17 37 Avenue,,Queens,11372,40.75095529,-73.87291903,NA,Find free safer sex products inside a dispenser located near the entrance on the right at this barbershop.,1.90E+13,1.90E+13,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,,,TRUE,FALSE,FALSE,,,403,21,27300,4036171,4014680036,QN28
61071060,Isabella Unisex Salon (Formerly Samuel Bishop/Jarissa Unisex Salon),Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,556 West 142 Street,,Manhattan,10031,40.82405571,-73.95080616,NA,Find free safer sex products inside a fishbowl located in the front at this barbershop.,1.90E+13,1.90E+13,,,,,,,,FALSE,FALSE,FALSE,,,109,7,22500,1061825,1020730061,MN04
61071095,"Lesbian, Gay, Bisexual and Transgender Community Center",Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Community Center,"208 West 13 Street,202",,Manhattan,10011,40.73802647,-74.00060262,917-262-0512,Find free safer sex products inside a dispenser located in various locations around the center at this community center.,1.90E+13,1.90E+13,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 9:00 PM,TRUE,FALSE,TRUE,,https://gaycenter.org/recovery-health#health,102,3,7700,1067571,1006170047,MN23
61071333,Vibe 212,Free Safer Sex Products,Condoms and Lubricant,,Business,Sex Store,212 8 Avenue,,Manhattan,10011,40.74385634,-73.9995092,NA,Find free safer sex products inside a fishbowl located inside at this sex store.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,TRUE,,,104,3,8700,1014058,1007700075,MN13
61071231,Rainbow Station,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,203 8 Avenue,,Manhattan,10011,40.743645,-73.99969325,NA,Find free safer sex products inside a fishbowl located inside at this bar/lounge.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,TRUE,,,104,3,8900,1013265,1007440039,MN13
61071171,NYC Corona Sexual Health Clinic,Free Safer Sex Products,Condoms and Lubricant,,Sexual Health Clinics (NYC DOHMH),Clinical Facility,34-33 Junction Boulevard,,Queens,11372,40.75417139,-73.87223069,311,Find free safer sex products inside a fishbowl located in the waiting areas/ clinic rooms at this NYC Sexual Health Clinic (DOHMH),1.90E+13,1.90E+13,8:30 AM - 3:30 PM,8:30 AM - 3:30 PM,8:30 AM - 3:30 PM,8:30 AM - 3:30 PM,8:30 AM - 3:30 PM,,,TRUE,FALSE,FALSE,,http://www1.nyc.gov/site/doh/services/sexual-health-clinics.page,403,21,37500,4042887,4017290027,QN26
61071297,The Levee,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,212 Berry Street,,Brooklyn,11249,40.71610313,-73.9617334,NA,Find free safer sex products inside a fishbowl (2) located by the bar and on top of the atm at this bar/lounge.,1.90E+13,1.90E+13,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,TRUE,FALSE,TRUE,,,301,34,55500,3062400,3023580018,BK73
61071345,Wild Project,Free Safer Sex Products,Condoms and Lubricant,,Business,Theater,195 East 3 Street,,Manhattan,10009,40.72294556,-73.98360659,NA,Find free safer sex products inside a fishbowl (2) located in the reception area at this theater.,1.90E+13,1.90E+13,11:00 AM - 6:00 PM,11:00 AM - 6:00 PM,11:00 AM - 6:00 PM,11:00 AM - 6:00 PM,11:00 AM - 6:00 PM,,,TRUE,FALSE,TRUE,,,103,2,3200,1005001,1003990040,MN22
61070891,Clinton Novelties/20 Clinton Ink,Free Safer Sex Products,Condoms and Lubricant,,Business,Tattoo Parlor,20 Clinton Street,,Manhattan,10002,40.72072512,-73.98420239,NA,Find free safer sex products inside a dispenser located on the left side when entering at this tattoo parlor.,1.90E+13,1.90E+13,,,,,,,,FALSE,FALSE,FALSE,,,103,2,2201,1004261,1003507501,MN28
61070980,Family Closet,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Other,452 Wyckoff Avenue,,Brooklyn,11237,40.69879019,-73.90976442,(917) 947-8026,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,304,37,43900,3076702,3033540029,BK77
61071261,St. Teresa Pharmacy.,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,3849 10 Avenue,,Manhattan,10034,40.86374883,-73.91943139,(212) 304-4541,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,112,10,29900,1064501,1022020005,MN01
61071325,Ty's,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,114 Christopher Street,,Manhattan,10014,40.73322026,-74.00529693,NA,Find free safer sex products inside a dispenser located in the back near the restroom at this bar/lounge.,1.90E+13,1.90E+13,2:00 PM - 2:00 AM,2:00 PM - 2:00 AM,2:00 PM - 2:00 AM,2:00 PM - 3:00 AM,2:00 PM - 4:00 AM,2:00 PM - 4:00 AM,1:00 PM - 3:00 AM,TRUE,FALSE,FALSE,,,102,3,7300,1010036,1005880048,MN23
61071230,Rainbow Heights Club,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Community Center,25 Flatbush Avenue,,Brooklyn,11217,40.68795195,-73.98026904,NA,Find free safer sex products inside a fishbowl located near the elevator at this community center.,1.90E+13,1.90E+13,12:30 PM - 7:30 PM,12:30 PM - 7:30 PM,12:30 PM - 7:30 PM,12:30 PM - 7:30 PM,12:30 PM - 7:30 PM,,,TRUE,FALSE,TRUE,,,302,35,3300,3059164,3021060024,BK68
61071281,The Blue Chelsea,Free Safer Sex Products,Condoms and Lubricant,,Business,Sex Store,208 8 Avenue,,Manhattan,10011,40.74375479,-73.99958498,NA,Find free safer sex products inside a fishbowl located at the cash register at this sex store.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,104,3,8700,1014059,1007700076,MN13
61070965,Elsewhere,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,599 Johnson Avenue,,Brooklyn,11237,40.70921914,-73.92321864,NA,Find free safer sex products inside a fishbowl located on the bar at this bar/lounge.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,TRUE,,,301,34,44900,3070596,3029890042,BK90
61071036,Healthworld Rx,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,2310 2 Avenue,,Manhattan,10035,40.79861043,-73.93658001,(646) 861-0888,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,111,8,18800,1054730,1017950053,MN34
61070880,Century Pharmacy,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,225 Madison Street,,Manhattan,10002,40.71276307,-73.98857976,(212) 227-5227,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,103,1,600,1003234,1002710046,MN28
61070971,Essen Medical Pediatrics Clinic,Free Safer Sex Products,Condoms and Lubricant,,Private Practice,Physician,"2202 Grand Concourse,1st Floor",,Bronx,10457,40.85596394,-73.90082025,718-365-6260,Find free safer sex products at this physician.,1.90E+13,1.90E+13,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 1:00 PM,8:00 AM - 4:30 PM,8:00 AM - 5:00 PM,,,TRUE,TRUE,TRUE,,,205,15,38100,2013708,2031570032,BX41
61071216,Point Break,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,12 West 45 Street,,Manhattan,10036,40.75569554,-73.98020919,516-244-0392,Find free safer sex products inside a fishbowl located at the end of the bar at this bar/lounge.,1.90E+13,1.90E+13,,,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,12:00 PM - 4:00 PM,,TRUE,FALSE,FALSE,,,105,4,9600,1034230,1012600046,MN17
61071038,Hempstead Ave Barbershop,Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,"218-36 Hempstead Avenue,1",,Queens,11429,40.71362853,-73.73697346,(917) 355-0490,Find free safer sex products inside a bowl located near the entrance at this barbershop.,1.90E+13,1.90E+13,10:00 AM - 7:00 PM,10:00 AM - 7:00 PM,10:00 AM - 7:00 PM,10:00 AM - 7:00 PM,10:00 AM - 7:00 PM,10:00 AM - 7:00 PM,10:00 AM - 7:00 PM,TRUE,TRUE,TRUE,,,413,27,54000,4239328,4111060059,QN34
61071064,Jancy Barber Shop (Formerly El Feine),Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,249 East 165 Street,,Bronx,10456,40.82957795,-73.91709163,NA,Find free safer sex products inside a dispenser located in the front at this barbershop.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,TRUE,,,204,16,18101,2002529,2024480001,BX14
